Date,Home,Score_H,Away,Score_A
11/11/2025,@Towson,101,Wilson,62
11/11/2025,@New Mexico,82,UC Riverside,68
11/11/2025,@SUNY Albany,115,SUNY Delhi,52
11/11/2025,@Maryland,84,Alcorn St,64
11/11/2025,SF Austin,81,@Rice,69
11/11/2025,Tulane,66,@Louisiana,62
11/11/2025,@Oklahoma,95,Ark Pine Bluff,69
11/11/2025,@Mississippi,83,Memphis,77
11/11/2025,UC Santa Barbara,92,@CS Sacramento,87
11/11/2025,@New Mexico St,74,NM Highlands,58
11/12/2025,@San Diego,78,Idaho,74
11/12/2025,@Seattle,94,E Washington,67
11/12/2025,@Tennessee,99,North Florida,66
11/12/2025,@W Michigan,83,PFW,71
11/12/2025,@ETSU,75,N Kentucky,63
11/12/2025,@Bellarmine,94,Hanover,55
11/12/2025,@Marquette,89,Ark Little Rock,49
11/12/2025,MTSU,77,@Evansville,72
11/12/2025,@South Florida,100,Coppin St,50
11/12/2025,@VCU,78,St Peter's,61
11/12/2025,@Indiana,101,WI Milwaukee,70
11/12/2025,@Bryant,82,Dartmouth,75
11/12/2025,@Georgetown,83,Binghamton,70
11/12/2025,@Boston Univ,90,Brown,77
11/12/2025,@Virginia Tech,94,St Joseph's PA,59
11/12/2025,@NC State,110,UNC Greensboro,64
11/12/2025,@St Bonaventure,75,Siena,66
11/12/2025,@G Washington,107,American Univ,67
11/12/2025,@Canisius,58,Mercyhurst,55
11/12/2025,@Marist,93,Vassar,61
11/12/2025,@Oklahoma St,94,Prairie View,67
11/12/2025,@Texas,93,F Dickinson,58
11/12/2025,@South Dakota,89,Southern Indiana,74
11/12/2025,@Pacific,69,Long Beach St,66
11/12/2025,@Valparaiso,68,Nicholls St,63
11/12/2025,@Stanford,77,Montana St,68
11/12/2025,@Kennesaw,111,Point,60
11/12/2025,@Hawaii,88,MS Valley St,56
11/12/2025,@Houston,78,Oakland,45
11/12/2025,@Oregon St,66,North Texas,64
11/12/2025,@Colorado St,93,Cal Poly,79
11/12/2025,@Marshall,96,Elon,89
11/12/2025,@Longwood,82,James Madison,72
11/12/2025,@Nevada,86,S Illinois,81
11/12/2025,@NC Central,77,Bluefield St,61
11/12/2025,@N Dakota St,111,St Scholastica,38
11/12/2025,Tulsa,88,@Oral Roberts,87
11/12/2025,@San Francisco,80,Portland St,70
11/12/2025,@South Carolina,81,Presbyterian,61
11/12/2025,@SC Upstate,114,Bob Jones,53
11/12/2025,Samford,93,@TX Southern,90
11/12/2025,@Texas St,80,UT San Antonio,69
11/12/2025,UC San Diego,78,@Fresno St,73
11/12/2025,TN Martin,78,@Bradley,67
11/12/2025,@Utah St,83,Weber St,73
11/12/2025,@SE Missouri St,87,Webster,41
11/12/2025,@Utah Valley,91,Westminster UT,60
11/12/2025,@Vanderbilt,92,E Kentucky,62
11/12/2025,@Oregon,83,S Dakota St,69
11/12/2025,@Missouri,83,Minnesota,60
11/12/2025,@Akron,109,PSU-Shenango,51
11/12/2025,@New Hampshire,97,Emmanuel MA,69
11/12/2025,Manhattan,79,Utah Tech,75
11/12/2025,@VMI,106,VA-Lynchburg,54
11/13/2025,@Robert Morris,81,Pitt-Greensburg,57
11/13/2025,@Alabama A&M,68,Charleston So,64
11/13/2025,@East Carolina,71,Eliz. City St,70
11/13/2025,@West Virginia,71,Pittsburgh,49
11/13/2025,@Kansas St,99,California,96
11/13/2025,@Wichita St,95,Loyola-Chicago,74
11/13/2025,Purdue,87,@Alabama,80
11/13/2025,@Columbia,86,MA Lowell,72
11/13/2025,@Seton Hall,70,Monmouth NJ,58
11/13/2025,@Georgia St,90,Fort Valley St,56
11/13/2025,@Grambling,75,Southern Miss,70
11/13/2025,@Houston Chr,72,ULM,61
11/13/2025,Cornell,97,@Lafayette,78
11/13/2025,@Massachusetts,94,Le Moyne,80
11/13/2025,@NC A&T,89,Washington Advt,83
11/13/2025,@Tennessee Tech,86,Berea,64
11/13/2025,@W Carolina,95,Voorhees,44
11/13/2025,@St Thomas MN,80,WI Green Bay,61
11/13/2025,@UNC Asheville,92,Bryan,54
11/13/2025,@Michigan St,79,San Jose St,60
11/13/2025,@Princeton,100,John Jay,59
11/13/2025,@Howard,72,Alcorn St,64
11/13/2025,@LSU,98,Florida Intl,81
11/13/2025,South Alabama,66,C Michigan,64
11/13/2025,@N Illinois,117,Benedictine IL,62
11/13/2025,@Campbell,108,Mid-Atlantic Chr,55
11/14/2025,@Iowa,81,Xavier,62
11/14/2025,@Mississippi,82,CS Bakersfield,60
11/14/2025,C Michigan,82,Coppin St,59
11/14/2025,@Kentucky,99,E Illinois,53
11/14/2025,@Fairfield,73,Stonehill,71
11/14/2025,@Iona,76,Fordham,71
11/14/2025,Lindenwood,83,Charleston So,77
11/14/2025,@Creighton,84,MD E Shore,45
11/14/2025,@Northern Iowa,70,Furman,54
11/14/2025,@Navy,97,Washington MD,64
11/14/2025,@Texas Tech,80,WI Milwaukee,63
11/14/2025,@Colorado,97,Providence,88
11/14/2025,@Baylor,94,Tarleton St,81
11/14/2025,Gonzaga,77,@Arizona St,65
11/14/2025,@North Carolina,97,NC Central,53
11/14/2025,@Duke,100,Indiana St,62
11/14/2025,@Rhode Island,80,SUNY Albany,61
11/14/2025,Arizona,69,UCLA,65
11/14/2025,USC,87,Illinois St,67
11/14/2025,Michigan,67,@TCU,63
11/14/2025,Hofstra,83,@Bucknell,77
11/14/2025,New Orleans,85,@Tulane,63
11/14/2025,IUPUI,90,@E Michigan,83
11/14/2025,@SF Austin,76,Abilene Chr,66
11/14/2025,Hampton,72,@Brown,63
11/14/2025,@Cal Baptist,69,W Illinois,59
11/14/2025,@Hawaii,86,Manhattan,56
11/14/2025,UCF,86,@Texas A&M,74
11/14/2025,Washington,81,@Washington St,69
11/14/2025,@Loy Marymount,74,Troy,63
11/14/2025,@Alabama St,124,VA-Lynchburg,68
11/14/2025,@UC Davis,77,CS Sacramento,73
11/14/2025,@Jacksonville St,74,Coastal Car,67
11/14/2025,@Illinois,84,Colgate,65
11/14/2025,@Col Charleston,88,S Carolina St,61
11/14/2025,Utah Tech,81,MS Valley St,75
11/14/2025,SIUE,61,@Drake,59
11/14/2025,@Ga Southern,98,JC Smith,79
11/14/2025,@UAB,91,High Point,74
11/14/2025,@McNeese St,88,Louisiana,62
11/14/2025,@Towson,51,Norfolk St,41
11/14/2025,@Northwestern LA,95,Ecclesia,75
11/14/2025,@St Mary's CA,80,North Texas,49
11/14/2025,@Rutgers,84,Lehigh,72
11/14/2025,@Rice,71,East Texas A&M,64
11/14/2025,@Arkansas,79,Samford,75
11/14/2025,@Georgia,92,Georgia Tech,87
11/14/2025,Northwestern,81,@DePaul,79
11/14/2025,@West Georgia,100,Citadel,92
11/14/2025,@Montana,90,Cal Poly,82
11/15/2025,@UNC Wilmington,73,SC Upstate,60
11/15/2025,@Seattle,83,Idaho St,74
11/15/2025,@NE Omaha,90,Southern Utah,85
11/15/2025,@UC San Diego,75,Idaho,67
11/15/2025,@Winthrop,105,Mercer,69
11/15/2025,@Buffalo,80,Rochester Tech,64
11/15/2025,@Davidson,91,Bowling Green,87
11/15/2025,@Toledo,90,Detroit,83
11/15/2025,Jacksonville,69,@VMI,67
11/15/2025,@UT Arlington,67,Missouri St,49
11/15/2025,Wofford,94,@Bellarmine,86
11/15/2025,Maryland,89,@Marquette,82
11/15/2025,South Alabama,72,Coppin St,62
11/15/2025,Ark Little Rock,68,@Ball St,62
11/15/2025,Penn St,83,La Salle,69
11/15/2025,@Longwood,90,Binghamton,82
11/15/2025,Loyola MD,74,Stonehill,63
11/15/2025,@Utah,85,Sam Houston St,79
11/15/2025,@Kansas,76,Princeton,57
11/15/2025,@Virginia,104,Marshall,78
11/15/2025,Syracuse,80,Drexel,50
11/15/2025,@SMU,87,Butler,85
11/15/2025,@Louisville,106,Ohio,81
11/15/2025,Boston College,76,@Temple,71
11/15/2025,@St Bonaventure,84,Youngstown St,80
11/15/2025,@St Louis,78,Grand Canyon,64
11/15/2025,@G Washington,96,Old Dominion,73
11/15/2025,@Villanova,87,Duquesne,77
11/15/2025,@Dayton,91,Bethune-Cookman,82
11/15/2025,@Georgetown,79,Clemson,74
11/15/2025,Connecticut,86,BYU,84
11/15/2025,@LIU Brooklyn,88,James Madison,79
11/15/2025,@NJIT,93,F Dickinson,81
11/15/2025,Belmont,83,@Oral Roberts,60
11/15/2025,@Mississippi St,75,SE Louisiana,68
11/15/2025,Kent,102,Cleveland St,95
11/15/2025,@Yale,86,Stony Brook,79
11/15/2025,@Queens NC,81,Sacred Heart,64
11/15/2025,@North Florida,122,New College FL,67
11/15/2025,@PFW,118,Boyce,68
11/15/2025,@FGCU,91,Chattanooga,73
11/15/2025,Pacific,85,@CS Fullerton,73
11/15/2025,IL Chicago,67,@Chicago St,63
11/15/2025,Miami OH,76,@Air Force,61
11/15/2025,Harvard,75,@Army,52
11/15/2025,ETSU,78,@North Alabama,74
11/15/2025,Wright St,92,Radford,59
11/15/2025,@Mercyhurst,86,Morgan St,72
11/15/2025,@New Mexico St,76,New Mexico,68
11/15/2025,@Rider,86,Eastern Univ,54
11/15/2025,@Oakland,113,Defiance,47
11/15/2025,@Hawaii,68,Utah Tech,62
11/15/2025,Merrimack,91,@Boston Univ,79
11/15/2025,N Colorado,88,@Pepperdine,81
11/15/2025,@Boise St,62,Montana St,58
11/15/2025,@Wyoming,93,Portland,56
11/15/2025,@Lipscomb,98,Bryan,53
11/15/2025,@Santa Clara,98,Nevada,83
11/15/2025,UT San Antonio,84,@Denver,79
11/15/2025,@American Univ,115,Central Penn,50
11/15/2025,@Elon,95,Gardner Webb,84
11/15/2025,@George Mason,61,New Hampshire,44
11/15/2025,@Louisiana Tech,68,Jackson St,51
11/15/2025,@New Haven,65,Delaware St,52
11/15/2025,@Murray St,99,Nicholls St,79
11/15/2025,North Dakota,76,@UC Riverside,74
11/15/2025,Vermont,85,@Northeastern,74
11/15/2025,@San Francisco,75,Bradley,64
11/15/2025,@Southern Univ,129,Champion Bap,64
11/15/2025,@Texas St,77,TX Southern,67
11/15/2025,@Utah St,75,UTEP,51
11/15/2025,@St John's,93,William & Mary,60
11/15/2025,@Minnesota,72,WI Green Bay,65
11/15/2025,@Vanderbilt,104,Ark Pine Bluff,75
11/15/2025,@Fresno St,75,Utah Valley,74
11/15/2025,@UC Irvine,79,Weber St,70
11/15/2025,Nebraska,105,Oklahoma,99
11/15/2025,Austin Peay,69,@UNC Greensboro,63
11/15/2025,@Arkansas St,95,Chr Brothers,67
11/15/2025,St Thomas MN,84,@SE Missouri St,72
11/15/2025,@Texas,71,Missouri KC,55
11/15/2025,Manhattan,80,MS Valley St,73
11/16/2025,@N Kentucky,101,Cumberlands KY,73
11/16/2025,@WKU,95,Tennessee St,82
11/16/2025,@Alabama A&M,74,Lindenwood,65
11/16/2025,@Valparaiso,68,Bryant,50
11/16/2025,@Purdue,97,Akron,79
11/16/2025,UNLV,92,@Memphis,78
11/16/2025,@Fairfield,85,Loyola MD,82
11/16/2025,@Wake Forest,109,MA Lowell,75
11/16/2025,@Virginia Tech,84,Charlotte,76
11/16/2025,@Ohio St,64,Notre Dame,63
11/16/2025,Colorado St,80,@Loyola-Chicago,67
11/16/2025,@Cincinnati,72,Mt St Mary's,55
11/16/2025,@Oklahoma St,85,TAM C. Christi,69
11/16/2025,Holy Cross,67,Hampton,61
11/16/2025,@Massachusetts,84,Central Conn,77
11/16/2025,@South Dakota,83,W Michigan,78
11/16/2025,Florida,82,Miami FL,68
11/16/2025,Houston,73,Auburn,72
11/16/2025,Kent,76,Wright St,72
11/16/2025,Quinnipiac,70,@Maine,64
11/16/2025,@Fordham,96,Manhattanville,62
11/16/2025,Illinois St,82,@Long Beach St,80
11/16/2025,@CS Northridge,94,Troy,85
11/16/2025,Harvard,56,@Marist,54
11/16/2025,Samford,84,@Cent Arkansas,77
11/16/2025,@CS Sacramento,64,Presbyterian,62
11/16/2025,Cleveland St,87,Radford,82
11/16/2025,@Indiana,69,Incarnate Word,61
11/16/2025,South Florida,108,@Kennesaw,89
11/16/2025,@Southern Indiana,91,Loras,74
11/16/2025,@UMBC,71,Wagner,70
11/16/2025,@Morehead St,121,Kentucky Chr,51
11/16/2025,@W Carolina,76,Stetson,65
11/16/2025,Appalachian St,85,@Dartmouth,77
11/17/2025,@Gonzaga,122,Southern Utah,50
11/17/2025,@E Washington,91,Eastern Oregon,73
11/17/2025,Colgate,72,@Siena,69
11/17/2025,@West Virginia,81,Lafayette,59
11/17/2025,@Kansas St,84,Tulsa,83
11/17/2025,@Iowa St,96,Stonehill,57
11/17/2025,@Colorado,94,Alabama St,66
11/17/2025,@Arizona St,75,Georgia St,62
11/17/2025,@NC State,85,VCU,79
11/17/2025,@Le Moyne,74,Niagara,68
11/17/2025,@High Point,93,Canisius,50
11/17/2025,@Clemson,81,North Alabama,61
11/17/2025,@Penn,83,St Joseph's PA,74
11/17/2025,@Pittsburgh,84,Bucknell,50
11/17/2025,@Portland St,93,CS Bakersfield,80
11/17/2025,@UCF,87,Oakland,83
11/17/2025,@Oregon,87,Oregon St,75
11/17/2025,Loy Marymount,78,@UC Santa Barbara,74
11/17/2025,Drake,71,@Col Charleston,62
11/17/2025,Lamar,79,@ULM,66
11/17/2025,@N Dakota St,92,S Illinois,85
11/17/2025,@Liberty,98,Carolina Univ,46
11/17/2025,@Missouri,91,Prairie View,73
11/17/2025,@Wisconsin,94,SIUE,69
11/17/2025,@Tarleton St,77,Angelo St,54
11/17/2025,@UAB,112,Rhodes,56
11/17/2025,@Tennessee,91,Rice,66
11/17/2025,@FL Atlantic,92,Coastal GA,63
11/17/2025,West Georgia,61,@Tennessee Tech,59
11/17/2025,@Georgia,87,Florida A&M,57
11/17/2025,@San Jose St,110,Bethesda,56
11/17/2025,@UTRGV,110,SW Adventist,53
11/17/2025,@S Dakota St,94,Peru St,46
11/17/2025,@W Illinois,74,Coe,63
11/18/2025,@Iowa,99,SE Missouri St,70
11/18/2025,@Xavier,99,Old Dominion,69
11/18/2025,@Santa Clara,64,Idaho St,55
11/18/2025,@Buffalo,94,Vermont,90
11/18/2025,E Michigan,72,@Detroit,62
11/18/2025,@WKU,97,Bethel TN,67
11/18/2025,@George Mason,79,Jacksonville,57
11/18/2025,MD E Shore,83,@Longwood,82
11/18/2025,@Minnesota,66,Chicago St,54
11/18/2025,@Charleston So,103,IUPUI,91
11/18/2025,@UNC Wilmington,85,East Carolina,60
11/18/2025,@Northern Iowa,70,N Illinois,57
11/18/2025,@Utah,85,PFW,77
11/18/2025,@Syracuse,78,Monmouth NJ,73
11/18/2025,@SMU,106,Ark Pine Bluff,60
11/18/2025,@North Carolina,73,Navy,61
11/18/2025,Duke,78,Kansas,66
11/18/2025,@California,67,Presbyterian,57
11/18/2025,@Boston College,63,Hampton,52
11/18/2025,@UCLA,79,CS Sacramento,48
11/18/2025,NC A&T,79,@Morgan St,73
11/18/2025,@Texas,99,Rider,65
11/18/2025,@Lehigh,79,St Francis PA,62
11/18/2025,@Pepperdine,90,New Orleans,79
11/18/2025,@Coppin St,103,Central Penn,62
11/18/2025,@Kent,93,E Kentucky,78
11/18/2025,@Columbia,54,Boston Univ,49
11/18/2025,@Brown,68,Holy Cross,49
11/18/2025,@F Dickinson,100,St Elizabeth,58
11/18/2025,@Texas St,63,Abilene Chr,49
11/18/2025,Rhode Island,86,@Yale,77
11/18/2025,@Cal Baptist,80,UC Riverside,57
11/18/2025,@Stanford,93,Louisiana,66
11/18/2025,@San Diego,78,Grambling,68
11/18/2025,UT Arlington,84,@Evansville,76
11/18/2025,@Boise St,62,Wichita St,59
11/18/2025,Troy,108,@San Diego St,107
11/18/2025,@Iona,89,Princeton,69
11/18/2025,@Rutgers,80,American Univ,71
11/18/2025,@DePaul,93,Gardner Webb,62
11/18/2025,@Georgia Tech,68,Ga Southern,66
11/18/2025,@Murray St,89,Ark Little Rock,68
11/18/2025,UC Davis,75,@Nevada,71
11/18/2025,@Seton Hall,68,New Haven,45
11/18/2025,@NC Central,123,Toccoa Falls,67
11/18/2025,@Oral Roberts,84,Haskell,64
11/18/2025,@South Carolina,87,Radford,58
11/18/2025,@Northern Arizona,108,Embry-Riddle AZ,79
11/18/2025,@San Francisco,84,Northwestern LA,64
11/18/2025,@Washington,99,Southern Univ,93
11/18/2025,@UT San Antonio,103,SW Christian,70
11/18/2025,@James Madison,81,Towson,75
11/18/2025,@Southern Miss,82,Wm Carey,59
11/18/2025,@Arkansas,84,Winthrop,83
11/18/2025,@Delaware,81,St Peter's,70
11/18/2025,@Texas A&M,86,Montana,81
11/18/2025,@SUNY Albany,106,Paul Smith's,57
11/18/2025,@Drexel,75,NJIT,43
11/18/2025,Michigan St,83,Kentucky,66
11/18/2025,@Cornell,86,Army,73
11/18/2025,@Providence,98,New Hampshire,66
11/18/2025,@Florida St,87,TN Martin,73
11/18/2025,@Mississippi,72,Austin Peay,65
11/18/2025,@Florida Intl,104,Ft Lauderdale,80
11/18/2025,@LSU,107,Alcorn St,81
11/18/2025,@Fresno St,80,SF Austin,78
11/18/2025,@Delaware St,88,Cheyney St,70
11/18/2025,@Dartmouth,113,ME Augusta,68
11/19/2025,@Washington St,98,Southern Utah,74
11/19/2025,@Auburn,112,Jackson St,66
11/19/2025,@Wofford,86,North Florida,78
11/19/2025,William & Mary,82,@Bowling Green,74
11/19/2025,@Toledo,92,Youngstown St,75
11/19/2025,@Michigan,86,MTSU,61
11/19/2025,Valparaiso,90,@Cleveland St,75
11/19/2025,Villanova,70,@La Salle,55
11/19/2025,@Creighton,75,North Dakota,60
11/19/2025,@Merrimack,72,Maine,65
11/19/2025,@Virginia Tech,78,Bryant,61
11/19/2025,@Notre Dame,86,Bellarmine,79
11/19/2025,@Richmond,87,VMI,54
11/19/2025,@G Washington,89,UMBC,52
11/19/2025,@Duquesne,92,Loyola MD,78
11/19/2025,Dayton,77,@Marquette,71
11/19/2025,@Maryland,95,Mt St Mary's,90
11/19/2025,@Oklahoma St,103,South Florida,95
11/19/2025,Arizona,71,@Connecticut,67
11/19/2025,@Penn St,84,Harvard,80
11/19/2025,@TCU,81,Missouri KC,45
11/19/2025,Alabama,90,Illinois,86
11/19/2025,@Binghamton,69,Misericordia,58
11/19/2025,@Air Force,66,Alabama St,64
11/19/2025,@Sam Houston St,78,Wyoming,70
11/19/2025,@Long Beach St,87,Nobel,54
11/19/2025,@Quinnipiac,112,City Col NY,52
11/19/2025,@SE Louisiana,71,Wm Carey,45
11/19/2025,FGCU,77,@Samford,62
11/19/2025,@E Illinois,62,Tiffin,50
11/19/2025,@Belmont,75,Lipscomb,68
11/19/2025,@NE Omaha,96,Concordia NE,80
11/19/2025,@Furman,79,Ohio Chr,44
11/19/2025,@Portland St,90,Evergreen St,61
11/19/2025,@Temple,81,Hofstra,76
11/19/2025,@Indiana St,60,Louisiana Tech,51
11/19/2025,South Alabama,71,@Jacksonville St,65
11/19/2025,@N Dakota St,82,Jamestown,67
11/19/2025,@Bradley,87,MA Lowell,77
11/19/2025,Bethune-Cookman,76,@Ohio,73
11/19/2025,Tennessee Tech,88,@SC Upstate,84
11/19/2025,@UTEP,84,St Thomas TX,83
11/19/2025,@Stetson,64,Howard,60
11/19/2025,@W Carolina,80,UNC Asheville,73
11/19/2025,@Weber St,91,Campbell,85
11/19/2025,@Utah Valley,79,UC Irvine,72
11/19/2025,@St Mary's CA,85,Arkansas St,72
11/19/2025,@Citadel,70,North Greenville,57
11/19/2025,Chattanooga,78,@S Carolina St,66
11/19/2025,@East Texas A&M,115,Dallas Chr,44
11/20/2025,@Wright St,100,Ohio Wesleyan,47
11/20/2025,N Kentucky,90,@C Michigan,66
11/20/2025,@Indiana,73,Lindenwood,53
11/20/2025,@Iowa,93,Chicago St,54
11/20/2025,@UNLV,99,St Joseph's PA,85
11/20/2025,@Miami OH,76,Mercyhurst,71
11/20/2025,Cal Poly,92,@Utah,85
11/20/2025,Arizona St,83,@Hawaii,76
11/20/2025,@St Bonaventure,75,Robert Morris,61
11/20/2025,@Illinois St,93,Rockford,48
11/20/2025,@Houston,91,Rider,45
11/20/2025,@Missouri,102,South Dakota,68
11/20/2025,@Miami FL,99,Elon,72
11/20/2025,@St John's,97,Bucknell,49
11/20/2025,Incarnate Word,87,Southern Indiana,81
11/20/2025,High Point,90,IL Chicago,80
11/20/2025,Purdue,80,Memphis,71
11/20/2025,@Queens NC,101,UNC Greensboro,94
11/20/2025,@Stony Brook,80,Brown,70
11/20/2025,UCF,77,Pittsburgh,67
11/20/2025,@Fordham,69,LIU Brooklyn,53
11/20/2025,Texas Tech,84,Wake Forest,83
11/20/2025,Kansas St,98,Mississippi St,77
11/20/2025,@North Texas,74,Cent Arkansas,56
11/20/2025,@FL Atlantic,82,Pacific,59
11/20/2025,@Cornell,95,Colgate,94
11/20/2025,@Houston Chr,85,CBS-Houston,67
11/20/2025,@Delaware St,66,Kean,64
11/20/2025,@Princeton,70,Northeastern,57
11/20/2025,@Oklahoma,95,Oral Roberts,71
11/20/2025,Tarleton St,90,@Rice,74
11/20/2025,@Vanderbilt,109,TX Southern,74
11/20/2025,@Ohio St,91,W Michigan,58
11/20/2025,@USC,107,Troy,106
11/20/2025,@Marshall,98,Ark Pine Bluff,70
11/20/2025,Montana St,92,Nobel,55
11/20/2025,Nebraska,84,New Mexico,72
11/20/2025,@Tennessee,89,Tennessee St,60
11/21/2025,UNC Wilmington,81,@Radford,73
11/21/2025,@Michigan St,84,Detroit,56
11/21/2025,@Siena,73,SUNY Albany,63
11/21/2025,Butler,79,South Carolina,72
11/21/2025,Charleston So,77,@East Carolina,65
11/21/2025,@Appalachian St,65,Charlotte,63
11/21/2025,@Kentucky,88,Loyola MD,46
11/21/2025,@Colorado,95,UC Davis,79
11/21/2025,BYU,98,Wisconsin,70
11/21/2025,Virginia,83,Northwestern,78
11/21/2025,@SMU,100,Arkansas St,69
11/21/2025,Louisville,74,Cincinnati,64
11/21/2025,@California,91,CS Sacramento,67
11/21/2025,@St Louis,91,PFW,60
11/21/2025,N Illinois,76,@Loyola-Chicago,59
11/21/2025,@UCLA,86,Presbyterian,46
11/21/2025,@Duke,100,Niagara,42
11/21/2025,@Canisius,60,MD E Shore,57
11/21/2025,@Marist,76,Army,65
11/21/2025,@Old Dominion,88,Morgan St,56
11/21/2025,Central Conn,67,@Rutgers,54
11/21/2025,Penn,84,@Drexel,68
11/21/2025,@Fresno St,85,New Orleans,76
11/21/2025,Utah St,96,Tulane,75
11/21/2025,Yale,73,WI Green Bay,67
11/21/2025,@Idaho St,89,Justice,51
11/21/2025,Alabama St,101,IUPUI,80
11/21/2025,Davidson,59,Boston College,49
11/21/2025,Akron,96,Iona,75
11/21/2025,@Stonehill,74,Lafayette,70
11/21/2025,@Air Force,77,SIUE,63
11/21/2025,Clemson,70,West Virginia,67
11/21/2025,Montana St,78,@Long Beach St,72
11/21/2025,@Portland,103,CS Fullerton,85
11/21/2025,@New Mexico St,81,Samford,72
11/21/2025,Columbia,82,@Lehigh,67
11/21/2025,@Sacred Heart,79,Holy Cross,66
11/21/2025,@Belmont,96,Fisk,49
11/21/2025,Georgia,78,Xavier,77
11/21/2025,@Cal Baptist,72,Grambling,59
11/21/2025,Seattle,77,@Stanford,69
11/21/2025,@ETSU,77,Morehead St,62
11/21/2025,UC Riverside,85,@San Diego,71
11/21/2025,SF Austin,63,@Pepperdine,60
11/21/2025,Campbell,71,UT Arlington,67
11/21/2025,@Texas A&M,109,Manhattan,68
11/21/2025,Denver,83,@Colorado St,81
11/21/2025,Evansville,73,Oregon St,69
11/21/2025,@Utah Tech,96,Nobel,48
11/21/2025,@Grand Canyon,85,Northwestern LA,72
11/21/2025,@Santa Clara,80,Louisiana,43
11/21/2025,Coastal Car,84,@W Illinois,64
11/21/2025,Col Charleston,69,Massachusetts,65
11/21/2025,@Drake,98,Buena Vista,52
11/21/2025,@Florida,80,Merrimack,45
11/21/2025,@Florida St,98,Ga Southern,72
11/21/2025,@William & Mary,104,Regent,57
11/21/2025,@Norfolk St,62,Hampton,60
11/21/2025,@Texas St,65,Ark Little Rock,56
11/21/2025,@LSU,99,NE Omaha,73
11/21/2025,@E Michigan,97,Oakland,91
11/21/2025,@West Georgia,72,SC Upstate,64
11/21/2025,@San Jose St,80,Southern Univ,66
11/21/2025,@Wofford,81,Erskine,57
11/21/2025,@Tulsa,84,Austin Peay,75
11/21/2025,@UAB,80,South Alabama,72
11/21/2025,@Arkansas,115,Jackson St,61
11/21/2025,St Thomas MN,73,N Colorado,72
11/21/2025,@S Dakota St,105,Georgia St,58
11/21/2025,New Mexico,80,Mississippi St,78
11/21/2025,Wake Forest,69,Memphis,68
11/21/2025,Purdue,86,Texas Tech,56
11/21/2025,Nebraska,86,Kansas St,85
11/22/2025,@Stetson,99,VMI,80
11/22/2025,Southern Miss,92,North Florida,83
11/22/2025,@Chattanooga,71,North Alabama,57
11/22/2025,@Marquette,85,C Michigan,71
11/22/2025,@VCU,101,Coppin St,58
11/22/2025,@Georgetown,92,Wagner,75
11/22/2025,@Indiana St,70,Ball St,52
11/22/2025,@Wichita St,75,WI Milwaukee,58
11/22/2025,@La Salle,75,Lancaster Bib,46
11/22/2025,Northern Iowa,70,@UC Irvine,69
11/22/2025,@Navy,86,NJIT,70
11/22/2025,Mercer,95,@E Kentucky,83
11/22/2025,@Richmond,102,Gardner Webb,67
11/22/2025,Northeastern,93,Duquesne,86
11/22/2025,@Dayton,74,NC Central,55
11/22/2025,Howard,80,Niagara,70
11/22/2025,@Oklahoma St,95,Nicholls St,81
11/22/2025,Boston Univ,75,Harvard,74
11/22/2025,@Illinois,98,LIU Brooklyn,58
11/22/2025,@CS Bakersfield,86,MS Valley St,70
11/22/2025,Fairfield,97,@Le Moyne,83
11/22/2025,@Kent,91,Cleveland St,71
11/22/2025,@TAM C. Christi,122,Howard Payne,75
11/22/2025,@Sam Houston St,105,Schreiner,54
11/22/2025,CS Fullerton,88,St Thomas MN,80
11/22/2025,MD E Shore,63,Binghamton,52
11/22/2025,@Southern Utah,103,Nobel,68
11/22/2025,@Idaho,97,Eastern Oregon,68
11/22/2025,UT Arlington,74,@Weber St,73
11/22/2025,@Missouri St,74,UTRGV,67
11/22/2025,@Lipscomb,83,W Carolina,62
11/22/2025,N Colorado,86,@Portland,80
11/22/2025,@New Haven,122,NVU-Lyndon,51
11/22/2025,@St Peter's,68,MA Lowell,66
11/22/2025,@Nevada,77,UC Santa Barbara,64
11/22/2025,Coastal Car,75,North Dakota,58
11/22/2025,San Francisco,77,Minnesota,65
11/22/2025,Providence,77,Penn St,65
11/22/2025,Morehead St,83,ULM,80
11/22/2025,TN Martin,69,Prairie View,68
11/22/2025,@St Mary's CA,96,UC Merced,42
11/22/2025,WI Green Bay,79,Massachusetts,75
11/22/2025,IL Chicago,84,Southern Indiana,73
11/22/2025,Iona,91,Oregon St,84
11/22/2025,High Point,91,Incarnate Word,80
11/23/2025,@Cent Arkansas,92,E Washington,65
11/23/2025,@Furman,90,Queens NC,79
11/23/2025,@Monmouth NJ,71,Robert Morris,70
11/23/2025,@DePaul,95,Detroit,75
11/23/2025,@Charlotte,83,Shaw NC,79
11/23/2025,@Marshall,69,Mercyhurst,60
11/23/2025,Butler,80,Virginia,73
11/23/2025,Quinnipiac,83,@Pittsburgh,75
11/23/2025,@Duke,93,Howard,56
11/23/2025,@W Michigan,83,Mt St Mary's,60
11/23/2025,@Canisius,75,Binghamton,66
11/23/2025,@Illinois St,94,Coastal Car,42
11/23/2025,@Connecticut,72,Bryant,49
11/23/2025,@Miami FL,97,Delaware St,41
11/23/2025,Brown,58,@Maine,53
11/23/2025,@Columbia,95,Longwood,70
11/23/2025,@Air Force,98,IUPUI,85
11/23/2025,McNeese St,92,G Washington,86
